,index,prompt,class,environment,weather,amount
13327,7327,"

Tram at a cloudy rest stop, surrounded by vibrant autumn leaves.
Tram parked at a cloudy bus station, with raindrops on its windows.
Cloudy day at a tram stop, with a red and",tram,rest_stop,cloudy,Multiple
13328,7328,"

A single tram in a rest stop, surrounded by lush greenery. The sky is overcast with dark clouds, and raindrops begin to fall gently, tapping on the tram's metal roof. The tram's",tram,rest_stop,rainy,Single
13329,7329,"

Two trams at a rest stop during rainy weather. The trams are a vibrant shade of turquoise and orange, their windows reflecting the raindrops. Umbrellas are opened around them as people wait for",tram,rest_stop,rainy,Two
13330,7330,Three trams at a rainy rest stop.,tram,rest_stop,rainy,Three
13331,7331,"

A red tram halted at a rain-soaked rest stop, surrounded by vibrant umbrellas and slick puddles. The air was thick with the scent of damp earth and petrichor. A yellow tram joined",tram,rest_stop,rainy,Multiple
13332,7332,"

A single tram in a rest stop, surrounded by puddles and fallen leaves, under a stormy sky with dark clouds and heavy rain. The tram's red and yellow livery was slick with rainwater, and its windows",tram,rest_stop,stormy,Single
13333,7333,"Two trams at a rest stop during a stormy day. The trams are drenched in rainwater, their colors muted and dulled. The wind howls around them, causing the trees to sway violently. The rain pel",tram,rest_stop,stormy,Two
13334,7334,"Three trams at a rest stop during a stormy day. The trams are painted in various shades of blue and grey. Raindrops pelt the windows, creating a blurred view of the surrounding landscape. The wind howls through",tram,rest_stop,stormy,Three
13335,7335,"

A red tram halted at a rain-soaked station, umbrellas scattered around. A yellow tram with graffiti art glowed in the dim light, surrounded by puddles. A green tram, its windows ste",tram,rest_stop,stormy,Multiple
13336,7336,"

A single tram idling at a snowy rest stop, its red and white exterior glistening under the pale winter sun. The ground around it is blanketed in a thick layer of fresh, untouched snow. Steam rises",tram,rest_stop,snowy,Single
13337,7337,"

Two trams at a rest stop, blanketed in snow.",tram,rest_stop,snowy,Two
13338,7338,"Three trams at a rest stop, blanketed in snow.",tram,rest_stop,snowy,Three
13339,7339,"

A red tram halted at a snowy rest stop, surrounded by evergreen trees with icicles hanging from their branches. A blue tram joined it, its windows steamed up from the warmth within. Snowflakes gently fell around them",tram,rest_stop,snowy,Multiple
13340,7340,"

A single tram in a rest stop amidst foggy conditions. The tram's red and white exterior was barely visible through the thick, swirling fog. The tracks leading up to the stop were slick with moisture, reflecting the",tram,rest_stop,foggy,Single
13341,7341,"

Two trams at a rest stop in foggy weather.",tram,rest_stop,foggy,Two
13342,7342,Three trams at a rest stop in a foggy morning.,tram,rest_stop,foggy,Three
13343,7343,"

A tram halted at a foggy rest stop, surrounded by trees with leaves of golden hue. The fog clung to the tram's metal frame, giving it an ethereal glow. A group of colorful umbre",tram,rest_stop,foggy,Multiple
13344,7344,"

A single tram at a rest stop, surrounded by autumn leaves, with a windy weather. The tram's red and yellow livery flutters in the gusts, creating a sense of motion even as it remains still.",tram,rest_stop,windy,Single
13345,7345,"

Two trams at a rest stop during a windy day. The red and blue trams are huddled together, their metal frames creaking in the gusts of wind. The leaves of the nearby trees rustle and",tram,rest_stop,windy,Two
13346,7346,"Three trams at a rest stop during a windy day. The trams are painted in various shades of red, blue, and green. The wind whips through the trees, causing the leaves to rustle and the flags to flap",tram,rest_stop,windy,Three
13347,7347,"

A red tram at a rainy rest stop, surrounded by yellow leaves blowing in the wind.
A blue tram in a sunlit rest stop, with wind turbines spinning in the background.
A green tram in a snowy rest",tram,rest_stop,windy,Multiple
13348,7348,"

A single tram idling at a rest stop, surrounded by vibrant autumn foliage. The clear sky above is painted with hues of pink and orange as the sun sets, casting long shadows over the landscape. The tram's",tram,rest_stop,clear,Single
13349,7349,"Two trams at a rest stop, clear weather.",tram,rest_stop,clear,Two
13350,7350,"Three trams at a rest stop, weather clear.",tram,rest_stop,clear,Three
13351,7351,"

A red tram parked at a vibrant rest stop amidst clear skies and blooming sunflowers. A blue tram next to it, casting long shadows in the early morning light. A yellow tram further down the platform, surrounded by",tram,rest_stop,clear,Multiple
13352,7352,"

A single tram idling at a rest stop, shrouded in a misty drizzle, its red and yellow livery glistening with raindrops.",tram,rest_stop,drizzle,Single
13353,7353,"

Two trams at a rest stop during drizzle, their colors muted under the gray sky.",tram,rest_stop,drizzle,Two
13354,7354,"Three trams at a rest stop during drizzle. The colorful trams glisten in the dim light as they wait at the station. The raindrops patter against the metal roofs and windows, creating a soothing melody",tram,rest_stop,drizzle,Three
13355,7355,"

A red tram parked at a rain-soaked rest stop, umbrellas puddled around it.
A yellow tram halted at a curbside, drizzle beading on its windows.
A blue tram",tram,rest_stop,drizzle,Multiple
13356,7356,"

A single tram idling at a rest stop during heavy rain. The tram's metallic surface glistens with rainwater, reflecting the dimly lit surroundings. Puddles form around the wheels, and the windshield",tram,rest_stop,heavy_rain,Single
13357,7357,"Two trams at a rest stop during heavy rain. The colorful umbrellas of the passengers dot the scene as they wait for their turn to board. The raindrops form rivulets on the metal surface of the trams,",tram,rest_stop,heavy_rain,Two
13358,7358,"Three trams at a rest stop during heavy rain. The colorful trams are huddled together under a shelter, their windows steamed up from the warmth within. The rain beats down on the metal roofs, creating a rhythmic",tram,rest_stop,heavy_rain,Three
13359,7359,"

A red tram halted at a rain-soaked rest stop, surrounded by puddles and slick cobblestones. The sky was a dark, ominous gray, and the air was thick with the sound of rain",tram,rest_stop,heavy_rain,Multiple
13360,7360,"

Tram in an underpass, sunny day, vibrant orange and yellow leaves scattered on the ground, the tram's metallic surface reflecting the sunlight, creating a warm and inviting atmosphere.",tram,underpass,sunny,Single
13361,7361,Two trams in a sunlit underpass.,tram,underpass,sunny,Two
13362,7362,Three trams in a sunlit underpass.,tram,underpass,sunny,Three
13363,7363,"

Tram passing through an underpass, sunny day. Bright orange and yellow leaves scattered on the ground, casting dappled sunlight through the archway. The tram's metallic surface reflects the sunlight, creating a glinting",tram,underpass,sunny,Multiple
13364,7364,"

Tram in an underpass, shrouded by cloudy weather. Grey tram, wet from the drizzle, passes through the dimly lit tunnel. Raindrops patter against the metal roof, creating an echoing sound",tram,underpass,cloudy,Single
13365,7365,"

Two trams in a dimly lit underpass, shrouded in cloudy weather. The first tram is a vibrant red, its windows reflecting the muted light. The second tram is a deep blue, its surface gl",tram,underpass,cloudy,Two
13366,7366,"Three trams in a dimly lit underpass, shrouded in a cloudy sky.",tram,underpass,cloudy,Three
13367,7367,"

Tram passing through a cloudy underpass, its red and white body reflecting off the damp concrete walls. Water droplets glisten on the tram's windows as it moves slowly, creating ripples in the puddles",tram,underpass,cloudy,Multiple
13368,7368,"

A single tram in a rainy underpass, its metallic surface reflecting the dim light from above, droplets forming beads and running down its sides in rivulets. The air is heavy with the scent of rain and",tram,underpass,rainy,Single
13369,7369,"

Two trams in a rainy underpass, their metallic surfaces glistening with droplets, steam rising from their engines as they wait for the rain to subside.",tram,underpass,rainy,Two
13370,7370,Three trams in a dimly lit underpass during a rainstorm.,tram,underpass,rainy,Three
13371,7371,"

A red tram halted in a dimly lit underpass, raindrops echoing off its metallic surface. Puddles formed around its wheels, reflecting the flickering light from the lamps above. A yellow tram followed",tram,underpass,rainy,Multiple
13372,7372,"

Tram in an underpass, stormy weather, dark gray and turbulent sky, raindrops pounding on the metal roof, water pooling on the tram tracks, puddles reflecting the dim light from the tram'",tram,underpass,stormy,Single
13373,7373,Two trams in an underpass during a stormy weather.,tram,underpass,stormy,Two
13374,7374,"Three trams in an underpass during a stormy weather. The colorful carriages are splashed with rainwater, their windows reflecting the chaotic scene outside. The air is thick with the smell of damp earth and the sound of thunder",tram,underpass,stormy,Three
13375,7375,"

A red tram submerged in a flooded underpass, rainwater cascading from its metal roof.
A yellow tram, its windows steamed up, parked in a dimly lit underpass during a thunderstorm.
",tram,underpass,stormy,Multiple
13376,7376,"

A single tram in an underpass, shrouded in a thick blanket of snow. The tracks glisten under the dim light, reflecting the soft, white flakes that fall gently from the sky. The tram's red and",tram,underpass,snowy,Single
13377,7377,Two trams in a snowy underpass.,tram,underpass,snowy,Two
13378,7378,Three trams in a snowy underpass.,tram,underpass,snowy,Three
13379,7379,"

A tram idling in a snowy underpass, its windows fogged up from the warmth within. The snowflakes gently accumulate on the tram's roof and the ground around it, creating a serene and tranquil",tram,underpass,snowy,Multiple
13380,7380,"

Tram in an underpass, shrouded by fog. Its metallic surface reflects the dim light, creating an ethereal glow. The mist clings to the tram's curves, softening its edges. The air is",tram,underpass,foggy,Single
13381,7381,"

Two trams in a foggy underpass. The mist clings to the metal sides, obscuring the view beyond. The yellow tram glows faintly through the fog, its windows reflecting the dim light. The red tram,",tram,underpass,foggy,Two
13382,7382,Three trams in a foggy underpass.,tram,underpass,foggy,Three
13383,7383,"

Tram in an underpass, shrouded by fog. Its metallic surface reflects the dim light, creating an ethereal glow. The mist clings to the tram's edges, giving it an otherworldly appearance.",tram,underpass,foggy,Multiple
13384,7384,"

Tram in an underpass, weathered by wind. Rust-colored metal frames, worn-out seats, and shattered windows. The tram's exterior is a patchwork of faded colors, with splashes of blue and",tram,underpass,windy,Single
13385,7385,"Two trams in a dimly lit underpass, the wind howling outside, their reflections shimmering in the rain-slicked puddles.",tram,underpass,windy,Two
13386,7386,Three trams in a dimly lit underpass during a windy day.,tram,underpass,windy,Three
13387,7387,"

Tram cars lined up in a dimly lit underpass, their metal frames glinting in the wind. The air was filled with the sound of rushing water and the scent of damp earth. The wind whipped through the narrow space",tram,underpass,windy,Multiple
13388,7388,"

Tram in an underpass, clear weather, vibrant red and yellow tram interior, sunbeams filtering through the concrete arches.",tram,underpass,clear,Single
13389,7389,"Two trams in an underpass, weather clear.",tram,underpass,clear,Two
13390,7390,"Three trams in an underpass, weather clear.",tram,underpass,clear,Three
13391,7391,"

Tram passing through an underpass, bathed in clear sunlight. Red and orange leaves scattered on the ground, creating a vibrant contrast against the grey concrete walls. Water droplets glisten on the tram's windows, reflect",tram,underpass,clear,Multiple
13392,7392,"

Tram in an underpass, shrouded in drizzle, metal gleaming with moisture. Rainwater puddles on the tram's floor, reflecting the dim light from above. Windows fogged up, revealing dist",tram,underpass,drizzle,Single
13393,7393,"

Two trams in a dimly lit underpass during drizzle, their colors muted by the damp air.",tram,underpass,drizzle,Two
13394,7394,Three trams in a dimly lit underpass during a drizzle.,tram,underpass,drizzle,Three
13395,7395,"

A red tram idling in a dimly lit underpass during a drizzle, puddles forming around its wheels.

A yellow tram halted in a damp underpass, raindrops echoing off its metal surface",tram,underpass,drizzle,Multiple
13396,7396,"

Tram in a dimly lit underpass, water droplets cascading from the ceiling, puddles forming on the worn-out floor, a single tram car idling, its windows reflecting the orange and yellow h",tram,underpass,heavy_rain,Single
13397,7397,"Two trams in a dimly lit underpass during heavy rain. The water cascades down the walls, creating a mesmerizing sound. The trams, their colors muted by the rain, sit idly, waiting for the rain",tram,underpass,heavy_rain,Two
13398,7398,"Three trams in a dimly lit underpass during heavy rain. The water cascades down the walls, creating a mesmerizing sound. The trams, their colors muted by the rain, huddle together for protection. The",tram,underpass,heavy_rain,Three
13399,7399,"

Tram submerged in a flooded underpass during heavy rain, water cascading from the ceiling, tram's red and yellow livery glistening in the dim light. Puddles forming around the tram's",tram,underpass,heavy_rain,Multiple
13400,7400,"

Tram passing under an overpass on a sunny day. Bright orange and yellow leaves scattered on the ground, casting dappled sunlight on the tram's metallic surface. The sun filters through the trees, illuminating the",tram,overpass,sunny,Single
13401,7401,"Two trams on an overpass, bathed in sunshine.",tram,overpass,sunny,Two
13402,7402,Three trams passing under an overpass on a sunny day.,tram,overpass,sunny,Three
13403,7403,"

Tram passing under an overpass on a sunny day, surrounded by vibrant autumn foliage. The tram's red and orange livery contrasts with the golden leaves on the trees. The sun casts long shadows on",tram,overpass,sunny,Multiple
13404,7404,"

Tram passing under an overpass on a cloudy day. The sky is gray and the rain is starting to fall, making the tram's windows steam up. The tram's color is a muted green, blending in",tram,overpass,cloudy,Single
13405,7405,"

Two trams on an overpass, shrouded in cloudy weather.",tram,overpass,cloudy,Two
13406,7406,Three trams passing under an overpass on a cloudy day.,tram,overpass,cloudy,Three
13407,7407,"

Tram cars passing under an overpass on a cloudy day. The sky is gray and the rain is starting to fall, making the streets slick. The tram cars are a mix of red, blue, and green, their windows",tram,overpass,cloudy,Multiple
13408,7408,"

A single tram in an overpass, shrouded by the rain. The metal exterior glistens with droplets, reflecting the dim, gray light. The windows are streaked with rain, creating a blurred view of",tram,overpass,rainy,Single
13409,7409,"

Two trams on an overpass, shrouded in rain. The first tram, a vibrant red, glistens with raindrops, its windows reflecting the blurred cityscape beyond. The second tram, a mut",tram,overpass,rainy,Two
13410,7410,Three trams passing under a rainy overpass.,tram,overpass,rainy,Three
13411,7411,"

A red tram halted at an overpass during a rainy day, its windows reflecting the droplets as they hit the glass. A yellow tram passed underneath, its wheels splashing water onto the red one above. The rain",tram,overpass,rainy,Multiple
13412,7412,"

A single tram suspended in an overpass, engulfed by the tumultuous storm. Rain pelted against the metal frame, illuminated by the occasional flash of lightning. The tram's vibrant red exterior was streak",tram,overpass,stormy,Single
13413,7413,"Two trams in an overpass during a storm, their metallic bodies reflecting the lightning strikes.",tram,overpass,stormy,Two
13414,7414,"Three trams in an overpass during a stormy weather. The color of the trams vary from red, blue and green. The rain falls heavily, mixing with the dust and grime on the trams, making them appear darker.",tram,overpass,stormy,Three
13415,7415,"

A red tram suspended in an overpass, rainwater cascading from its metal roof, thunder rumbling in the distance.

A yellow tram halted in an overpass, lightning illuminating its rounded edges, raindro",tram,overpass,stormy,Multiple
13416,7416,"

Tram in an overpass, shrouded in snowy weather. The metal frame glistens under the pale winter sun, while the seats are covered in a thick layer of white powder. The tracks leading up to the overpass",tram,overpass,snowy,Single
13417,7417,"Two trams on an overpass, shrouded in snowy weather.",tram,overpass,snowy,Two
13418,7418,"Three trams in an overpass, shrouded in snowy weather.",tram,overpass,snowy,Three
13419,7419,"

A tram suspended in mid-air, encased in a thick blanket of snow, passing under an overpass.",tram,overpass,snowy,Multiple
13420,7420,"

Tram in an overpass, shrouded by fog. Its metallic body glimmers through the mist, the red and white stripes barely visible. The headlights pierce the gloom, casting an eerie glow on",tram,overpass,foggy,Single
13421,7421,"

Two trams on an overpass, shrouded in fog. The first tram, a vibrant red, puffs out white steam from its engine. The second tram, a muted blue, blends into the misty background",tram,overpass,foggy,Two
13422,7422,Three trams in an overpass shrouded by fog.,tram,overpass,foggy,Three
13423,7423,"

A tram passing under an overpass in a foggy morning. The mist clings to the tram's windows, giving them an ethereal glow. The metal structure of the overpass is barely visible through the fog, its edges",tram,overpass,foggy,Multiple
13424,7424,"

Tram in an overpass, weathered by wind. Red and yellow tram cars pass through, leaves rustling in the gusts. Grey sky looms overhead, raindrops splatter against the metal roof. Tram'",tram,overpass,windy,Single
13425,7425,"

Two trams on an overpass, weathered by wind. The first tram is a vibrant red, its metal panels scuffed and worn. The second tram is a faded blue, its windows tinted with age and grime.",tram,overpass,windy,Two
13426,7426,Three trams in an overpass during a windy day.,tram,overpass,windy,Three
13427,7427,"

Tram cars suspended above a windy overpass, their vibrant red and orange livery flapping in the gusts. The metal tracks glinting in the sun, contrasting with the grey concrete of the bridge. A",tram,overpass,windy,Multiple
13428,7428,"

Tram passing under an overpass in clear weather, vibrant autumn leaves scattered on the ground.",tram,overpass,clear,Single
13429,7429,Two trams on an overpass in clear weather.,tram,overpass,clear,Two
13430,7430,Three trams in an overpass under clear skies.,tram,overpass,clear,Three
13431,7431,"

Tram passing under an overpass in clear weather, surrounded by vibrant autumn foliage.
Tram crossing an overpass against a backdrop of snow-capped mountains under clear skies.
Tram moving under a",tram,overpass,clear,Multiple
13432,7432,"

Tram passing under an overpass in a drizzle, orange and yellow leaves scattered on the wet ground. The tram's windows are steamed up, giving a blurred view of the outside. The raindrops hit the",tram,overpass,drizzle,Single
13433,7433,"

Two trams on an overpass, shrouded in a drizzle. The first tram is a vibrant red, its windows reflecting the glistening raindrops. The second tram is a muted blue, its",tram,overpass,drizzle,Two
13434,7434,Three trams passing under an overpass during a drizzle.,tram,overpass,drizzle,Three
13435,7435,"

A red tram halted at an overpass, its reflection shimmering on the wet asphalt below. The sky was a mosaic of gray and purple, with raindrops falling gently like pearls. A yellow tram",tram,overpass,drizzle,Multiple
13436,7436,"

A single tram halted under an overpass, engulfed in the relentless downpour of heavy rain. The metal roof of the overpass echoed with the rhythmic patter of raindrops, while the tram",tram,overpass,heavy_rain,Single
13437,7437,Two trams passing under an overpass during heavy rain.,tram,overpass,heavy_rain,Two
13438,7438,Three trams passing under an overpass during heavy rain.,tram,overpass,heavy_rain,Three
13439,7439,"

A red tram halted at an overpass during heavy rain, its reflection shimmering on the wet asphalt below. A yellow tram passed overhead, its windows steamed up from the heat generated by its engines. The green tram",tram,overpass,heavy_rain,Multiple
13440,7440,"

Tram among multi-level parking, sunny day. Bright red tram with yellow stripes, parked between concrete pillars. Sunlight filters through the trees, casting dappled shadows on the tram's surface. The tram'",tram,multi_level_parking,sunny,Single
13441,7441,Two trams on a multi-level parking lot under a sunny sky.,tram,multi_level_parking,sunny,Two
13442,7442,Three trams in a multi-level parking lot under a sunny sky.,tram,multi_level_parking,sunny,Three
13443,7443,"

A red tram parked between two green ones in a multi-level parking lot under a sunny sky.
A yellow tram with purple stripes at the entrance of a multi-level parking garage during sunshine.
A blue tram with",tram,multi_level_parking,sunny,Multiple
13444,7444,"

Tram among the levels of a multi-story parking lot, shrouded in cloudy weather. Colorful vehicles surround it, casting long shadows on the wet concrete. Raindrops glisten on the tram's windows, reflect",tram,multi_level_parking,cloudy,Single
13445,7445,"

Two trams at a multi-level parking lot, surrounded by concrete structures, under a cloudy sky. The trams have red and blue stripes, and their windows reflect the gray clouds above. Raindrops begin to fall gently",tram,multi_level_parking,cloudy,Two
13446,7446,Three trams in a multi-level parking lot under cloudy weather.,tram,multi_level_parking,cloudy,Three
13447,7447,"

Cloudy day in a multi-level parking lot. A red tram is parked next to a blue one, creating a contrast against the gray sky. The tram interiors are warm and inviting, offering a respite from the gloomy",tram,multi_level_parking,cloudy,Multiple
13448,7448,"

A single tram, red and yellow, nestled between the concrete pillars of a multi-level parking lot. Raindrops pelted the metal roof above, creating a rhythmic symphony. The tram's windows were streak",tram,multi_level_parking,rainy,Single
13449,7449,"

Two trams in a multi-level parking lot, surrounded by concrete structures. The sky is overcast with dark clouds, and rain falls steadily, creating puddles on the ground. The trams are a mix of colors -",tram,multi_level_parking,rainy,Two
13450,7450,"Three trams in a multi-level parking lot during rainy weather. Trams, multi-level parking lot, rainy weather.",tram,multi_level_parking,rainy,Three
13451,7451,"

A red tram halted at the curb in a bustling city, its reflection shimmering in the rain-slicked puddles. A yellow tram with stripes passed by, its windows steamed up from the inside",tram,multi_level_parking,rainy,Multiple
13452,7452,"

A single tram amidst the multi-level parking lot, weathered by the stormy conditions. Its metallic surface glistened with raindrops, contrasting against the dark, ominous sky. The tram's windows",tram,multi_level_parking,stormy,Single
13453,7453,Two trams in a multi-level parking lot during a stormy weather. The trams are rust-colored with rainwater dripping from their edges. The parking lot is filled with puddles reflecting the dimly lit surroundings. The,tram,multi_level_parking,stormy,Two
13454,7454,"Three trams in a multi-level parking lot during a stormy weather. The trams are rusted and their colors are faded. Water droplets run down the windows, creating intricate patterns. The wind howls through the metal structures",tram,multi_level_parking,stormy,Three
13455,7455,"

A red tram suspended in mid-air amidst a chaotic storm, surrounded by flooded streets and uprooted trees.

A yellow tram submerged in the stormy waters of a lake, with lightning illuminating",tram,multi_level_parking,stormy,Multiple
13456,7456,"

A single tram in a multi-level parking lot, surrounded by snow-covered vehicles. The tram's red and white exterior glistens in the dim light, as snowflakes gently fall around it. The tracks leading to the",tram,multi_level_parking,snowy,Single
13457,7457,"Two trams in a multi-level parking lot, covered in snow.",tram,multi_level_parking,snowy,Two
13458,7458,Three trams in a multi-level parking lot under a snowy sky.,tram,multi_level_parking,snowy,Three
13459,7459,"

A red tram idling in a multi-level parking lot, surrounded by falling snowflakes. A blue tram parked next to it, its windows fogged up from the cold weather. A yellow tram further down the row, its tires",tram,multi_level_parking,snowy,Multiple
13460,7460,"

Tram among the levels of a multi-story parking lot, shrouded in fog. The tram's red and yellow livery glows faintly through the mist, casting an eerie glow on the surrounding concrete structures. The",tram,multi_level_parking,foggy,Single
13461,7461,"

Two trams in a multi-level parking, shrouded in fog. The metal structures of the trams glinted dimly through the thick mist, their colors muted and indistinct. The fog clung to the tr",tram,multi_level_parking,foggy,Two
13462,7462,"Three trams in a multi-level parking lot, shrouded in fog.",tram,multi_level_parking,foggy,Three
13463,7463,"

A tram winding through the multi-level parking lot, shrouded in fog. A red car and a blue bus parked nearby, their colors barely discernible through the mist.",tram,multi_level_parking,foggy,Multiple
13464,7464,"

Tram among multi-level parking, windy day. Colorful vehicles surround, metal structures sway. Tram's red and yellow livery stands out against the gray concrete. Wind whips through, causing leaves to dance around.",tram,multi_level_parking,windy,Single
13465,7465,"Two trams on a multi-level parking lot, windy weather. Trams in different colors, metal structures reflecting the gray sky. Wind gusts making the trams sway slightly.",tram,multi_level_parking,windy,Two
13466,7466,"Three trams in a multi-level parking lot during a windy day. The trams are colored in red, blue, and green.",tram,multi_level_parking,windy,Three
13467,7467,"

A red tram parked on the bottom level of a multi-level parking lot, surrounded by tall buildings in a windy cityscape.

A yellow tram with stripes, abandoned on the rooftop level of a multi-level",tram,multi_level_parking,windy,Multiple
13468,7468,"

Tram at the entrance of a multi-level parking lot, bathed in clear sunlight. Its red and white body gleams under the bright sky. The tram's wheels turn slowly, ready to transport passengers to their destinations.",tram,multi_level_parking,clear,Single
13469,7469,Two trams on a multi-level parking lot with a clear sky.,tram,multi_level_parking,clear,Two
13470,7470,Three trams in a multi-level parking lot under clear skies.,tram,multi_level_parking,clear,Three
13471,7471,"

Clear day, tram passing through a vibrant, multi-level parking lot filled with various colored cars.",tram,multi_level_parking,clear,Multiple
13472,7472,"

A single tram in a multi-level parking lot, surrounded by concrete structures. The sky is overcast with gray clouds, and a fine drizzle falls gently, creating small puddles on the ground. The tram's metall",tram,multi_level_parking,drizzle,Single
13473,7473,"Two trams in a multi-level parking lot during drizzle. Trams, multi-level parking lot, drizzle.",tram,multi_level_parking,drizzle,Two
13474,7474,"Three trams in a multi-level parking lot during a drizzle. The trams are various colors: red, blue, and green.",tram,multi_level_parking,drizzle,Three
13475,7475,"

A red tram parked on the bottom level of a multi-level parking lot, surrounded by cars of various colors. The sky was overcast, and a fine drizzle fell, making the pavement glisten. A yellow tram",tram,multi_level_parking,drizzle,Multiple
13476,7476,"

A single tram, glistening with rainwater, nestled among the multi-level parking structure. The weather was heavy rain, the droplets cascading off the tram's metal body in a rhythmic dance. The",tram,multi_level_parking,heavy_rain,Single
13477,7477,Two trams in a multi-level parking lot during heavy rain. The trams are a mix of red and blue. The raindrops create ripples on the reflective surfaces of the parking lot.,tram,multi_level_parking,heavy_rain,Two
13478,7478,"Three trams in a multi-level parking lot during heavy rain. The trams are various colors: red, blue, and yellow. The rainwater collects in puddles around the trams, reflecting their colors. The parking lot",tram,multi_level_parking,heavy_rain,Three
13479,7479,"

A red tram halted at the curb in a multi-level parking lot, surrounded by puddles reflecting the neon lights. The sky was a dark canvas of heavy rain, obscuring the sun and casting long shadows over",tram,multi_level_parking,heavy_rain,Multiple
13480,7480,"

Tram among sunlit warehouse rafters, rusted tracks glinting.",tram,warehouse_area,sunny,Single
13481,7481,Two trams in a sunlit warehouse.,tram,warehouse_area,sunny,Two
13482,7482,Three trams in a sunlit warehouse.,tram,warehouse_area,sunny,Three
13483,7483,"

Tram line with six trams parked under a sunny sky in a warehouse area. Each tram is a vibrant shade of magenta and turquoise.",tram,warehouse_area,sunny,Multiple
13484,7484,"

Tram among the warehouse buildings, surrounded by gray concrete structures. Cloudy sky above, scattering soft raindrops. Tram's red and yellow livery glistens under the muted light.",tram,warehouse_area,cloudy,Single
13485,7485,"

Two trams in a warehouse area, surrounded by metal shelves and industrial pipes, with a cloudy and dimly lit atmosphere.",tram,warehouse_area,cloudy,Two
13486,7486,Three trams in a warehouse_area with a cloudy weather.,tram,warehouse_area,cloudy,Three
13487,7487,"

Tram fleet in a cloudy warehouse area. Multiple trams parked side by side, their metallic surfaces reflecting the dim light, creating an intriguing contrast with the grayish hue of the overcast sky. The",tram,warehouse_area,cloudy,Multiple
13488,7488,"

A single tram in the warehouse area, surrounded by tall, rusted metal shelves. The rain beats down relentlessly on the corrugated metal roof, creating a rhythmic pitter-patter sound. The tram's",tram,warehouse_area,rainy,Single
13489,7489,"

Two trams in a warehouse area, surrounded by metal shelves and industrial pipes. The atmosphere is damp and rainy, water droplets forming on the cold metal surfaces. The trams, with their red and blue livery,",tram,warehouse_area,rainy,Two
13490,7490,Three trams in a rainy warehouse area.,tram,warehouse_area,rainy,Three
13491,7491,"

Tram fleet in the warehouse_area during rainy weather. Multiple trams, glistening with rainwater, lined up in rows. Raindrops cascading from their metallic surfaces, creating a rhythmic pitter",tram,warehouse_area,rainy,Multiple
13492,7492,"

A single tram in the warehouse area, surrounded by towering metal shelves and dim lighting. The windows are fogged up, rain pelting against them. The tram's exterior is a dull, rusted red, contrasting with the",tram,warehouse_area,stormy,Single
13493,7493,"Two trams in a warehouse_area during a stormy weather. The color of the trams vary, one is rusty red and the other is a bright blue.",tram,warehouse_area,stormy,Two
13494,7494,"Three trams in a warehouse_area during a stormy weather. The color of the trams vary from rusty red to industrial blue. The rain pelts down, creating a rhythmic sound on the metal roof of the warehouse. The wind",tram,warehouse_area,stormy,Three
13495,7495,"

Tram cars piled up in a warehouse area, weathered and rusted under the stormy sky. The rain poured down in sheets, mixing with the grime on the tram windows. The metal structures groaned and creaked",tram,warehouse_area,stormy,Multiple
13496,7496,"

A single tram in the warehouse area, coated in a thick layer of snow. The metal tracks glisten under the pale winter sun, while the tram's red and white exterior is muffled by the fresh snowfall. The windows",tram,warehouse_area,snowy,Single
13497,7497,"

Two trams in a warehouse area, covered in snow.",tram,warehouse_area,snowy,Two
13498,7498,Three trams in a snowy warehouse area.,tram,warehouse_area,snowy,Three
13499,7499,"

Tram fleet in a snowy warehouse area. Multiple trams parked side by side, their metallic surfaces glistening under the pale winter sun, covered in a thin layer of fresh snow. The tracks leading between them are also",tram,warehouse_area,snowy,Multiple
13500,7500,"

A single tram, shrouded in fog, in the warehouse area. Its metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the tram's curves and contours, giving it an",tram,warehouse_area,foggy,Single
13501,7501,"

Two trams in a warehouse area shrouded in fog.",tram,warehouse_area,foggy,Two
13502,7502,Three trams in a foggy warehouse area.,tram,warehouse_area,foggy,Three
13503,7503,"

Tram fleet in the warehouse_area shrouded in fog. Multiple trams in various shades of gray and rust. Fog clings to the metal surfaces, giving an ethereal glow.",tram,warehouse_area,foggy,Multiple
13504,7504,"

Tram among crates in a warehouse_area, weathered by wind. Colorful tarpaulins flap around it, rusted metal gleams under the gray sky.",tram,warehouse_area,windy,Single
13505,7505,"Two trams in a warehouse_area, weather: windy. Colors: rust, gray, blue.",tram,warehouse_area,windy,Two
13506,7506,Three trams in a warehouse_area with a windy weather.,tram,warehouse_area,windy,Three
13507,7507,"

Tram cars lined up in rows within the vast, dimly lit warehouse, their metallic surfaces reflecting the flickering glow of the overhead lights. The wind howled outside, sending gusts of dust and debris through the cr",tram,warehouse_area,windy,Multiple
13508,7508,"

Tram among the crates in a spacious warehouse, weather clear. Its red and white body gleams under the bright lights. The tracks run straight and empty, leading into the distance. The tram's windows reflect the cool,",tram,warehouse_area,clear,Single
13509,7509,"Two trams in a spacious warehouse, surrounded by metal shelves and industrial pipes. The weather is clear.",tram,warehouse_area,clear,Two
13510,7510,"Three trams in a spacious warehouse, surrounded by metal shelves and industrial pipes. The weather is clear.",tram,warehouse_area,clear,Three
