,prompt,class,environment,weather,amount
8677,Two human powered boats on a cliffside coast under cloudy weather.,human powered boat,cliffside coast,cloudy,Two
8678,Three human powered boats on a cliffside coast under cloudy weather.,human powered boat,cliffside coast,cloudy,Three
8679,"

A human-powered boat anchored at the foot of a cliffside coast. The sky was overcast with thick, grey clouds, casting an eerie pallor over the water. The waves lapped gently against the shore,",human powered boat,cliffside coast,cloudy,Multiple
8680,"

A human-powered boat nestled against the cliffside coast in a rainy weather.",human powered boat,cliffside coast,rainy,Single
8681,Two human powered boats on a cliffside coast during rainy weather.,human powered boat,cliffside coast,rainy,Two
8682,Three human powered boats on a cliffside coast during rainy weather.,human powered boat,cliffside coast,rainy,Three
8683,"

A human-powered boat anchored in a cliffside cove during a rainy day.",human powered boat,cliffside coast,rainy,Multiple
8684,"

A human-powered boat anchored at a cliffside coast during a stormy weather.",human powered boat,cliffside coast,stormy,Single
8685,Two human powered boats on a cliffside coast during a storm.,human powered boat,cliffside coast,stormy,Two
8686,Three human powered boats on a cliffside coast during a storm.,human powered boat,cliffside coast,stormy,Three
8687,"

A human-powered boat anchored in a cliffside cove during a stormy weather.",human powered boat,cliffside coast,stormy,Multiple
8688,"

A human-powered boat nestled against the cliffside coast in a snowy weather.",human powered boat,cliffside coast,snowy,Single
8689,Two human powered boats on a cliffside coast during a snowy weather.,human powered boat,cliffside coast,snowy,Two
8690,Three human powered boats on a cliffside coast during a snowy weather.,human powered boat,cliffside coast,snowy,Three
8691,"

A human-powered boat anchored in a cliffside cove, surrounded by snow-capped rocks and icy waves. The boat's sails were furled, and its oars were stowed away. The snow",human powered boat,cliffside coast,snowy,Multiple
8692,"

A human-powered boat resting on a cliffside coast in foggy conditions.",human powered boat,cliffside coast,foggy,Single
8693,Two human powered boats on a cliffside coast in foggy conditions.,human powered boat,cliffside coast,foggy,Two
8694,Three human powered boats along the cliffside coast in foggy conditions.,human powered boat,cliffside coast,foggy,Three
8695,"

A human-powered boat anchored at the foot of a cliffside coast in foggy weather.",human powered boat,cliffside coast,foggy,Multiple
8696,"

A human-powered boat anchored at a cliffside coast. Waves crash against the rocky shore, sending plumes of white foam into the air. The wind whips through the rigging of the boat, causing the sail",human powered boat,cliffside coast,windy,Single
8697,Two human powered boats on a cliffside coast during windy weather.,human powered boat,cliffside coast,windy,Two
8698,Three human powered boats on a cliffside coast during windy weather.,human powered boat,cliffside coast,windy,Three
8699,"

A human-powered boat anchored in a cliffside cove, weathered by wind.",human powered boat,cliffside coast,windy,Multiple
8700,"

A human-powered boat resting on a cliffside coast under clear skies.",human powered boat,cliffside coast,clear,Single
8701,Two human powered boats on a cliffside coast with clear weather.,human powered boat,cliffside coast,clear,Two
8702,Three human powered boats along the cliffside coast with clear weather.,human powered boat,cliffside coast,clear,Three
8703,"

A human-powered boat anchored at the foot of a cliffside coast under a clear sky.",human powered boat,cliffside coast,clear,Multiple
8704,Human powered boat in the open sea under sunny weather.,human powered boat,open sea,sunny,Single
8705,Two human powered boats in the open sea under sunny weather.,human powered boat,open sea,sunny,Two
8706,Three human powered boats in the open sea under a sunny sky.,human powered boat,open sea,sunny,Three
8707,"

A human-powered boat in the open sea under a sunny sky.",human powered boat,open sea,sunny,Multiple
8708,"

A human-powered boat in the open sea under overcast skies.",human powered boat,open sea,cloudy,Single
8709,Two human powered boats in the open sea under cloudy weather.,human powered boat,open sea,cloudy,Two
8710,Three human powered boats in the open sea under cloudy weather.,human powered boat,open sea,cloudy,Three
8711,"

A human-powered boat in the open sea under overcast skies.",human powered boat,open sea,cloudy,Multiple
8712,"

A human-powered boat in the open sea during rainy weather.",human powered boat,open sea,rainy,Single
8713,Two human powered boats in the open sea during rainy weather.,human powered boat,open sea,rainy,Two
8714,Three human powered boats in the open sea during rainy weather.,human powered boat,open sea,rainy,Three
8715,"

A human-powered boat in the open sea during a rainstorm.",human powered boat,open sea,rainy,Multiple
8716,"

A human-powered boat in the open sea during a storm.",human powered boat,open sea,stormy,Single
8717,Two human powered boats in the open sea during a storm.,human powered boat,open sea,stormy,Two
8718,Three human powered boats in the open sea during a storm.,human powered boat,open sea,stormy,Three
8719,"

A human-powered boat in the open sea during a stormy weather.",human powered boat,open sea,stormy,Multiple
8720,"

A human-powered boat in the open sea during a snowstorm.",human powered boat,open sea,snowy,Single
8721,Two human powered boats in the open sea during a snowstorm.,human powered boat,open sea,snowy,Two
8722,Three human powered boats in the open sea during a snowstorm.,human powered boat,open sea,snowy,Three
8723,"

A human-powered boat in the open sea, battling through snowy conditions.",human powered boat,open sea,snowy,Multiple
8724,"

A human-powered boat in the open sea under foggy conditions.",human powered boat,open sea,foggy,Single
8725,Two human powered boats in the open sea under foggy conditions.,human powered boat,open sea,foggy,Two
8726,Three human powered boats in the open sea under foggy conditions.,human powered boat,open sea,foggy,Three
8727,"

A human-powered boat in the open sea, shrouded by fog.",human powered boat,open sea,foggy,Multiple
8728,Human-powered boat in the open sea under windy conditions.,human powered boat,open sea,windy,Single
8729,Two human powered boats in the open sea under windy conditions.,human powered boat,open sea,windy,Two
8730,Three human powered boats in the open sea under windy conditions.,human powered boat,open sea,windy,Three
8731,"

A human-powered boat in the open sea under windy conditions. Waves crashing against the sides, sail unfurled, oars in hand.",human powered boat,open sea,windy,Multiple
8732,"

A human-powered boat in the open sea under clear skies.",human powered boat,open sea,clear,Single
8733,Two human powered boats in the open sea with clear weather.,human powered boat,open sea,clear,Two
8734,Three human powered boats in the open sea with clear weather.,human powered boat,open sea,clear,Three
8735,"

A human-powered boat in the open sea under a clear sky.",human powered boat,open sea,clear,Multiple
8736,"

A human-powered boat in the deep ocean under a sunny sky.",human powered boat,deep ocean,sunny,Single
8737,Two human powered boats in the deep ocean under sunny weather.,human powered boat,deep ocean,sunny,Two
8738,Three human powered boats in the deep ocean under sunny weather.,human powered boat,deep ocean,sunny,Three
8739,"

A human-powered boat in the deep ocean under a sunny sky.",human powered boat,deep ocean,sunny,Multiple
8740,"

A human-powered boat in the deep ocean under cloudy skies.",human powered boat,deep ocean,cloudy,Single
8741,Two human powered boats in the deep ocean under cloudy weather.,human powered boat,deep ocean,cloudy,Two
8742,Three human powered boats in the deep ocean with cloudy weather.,human powered boat,deep ocean,cloudy,Three
8743,"

A human-powered boat in the deep ocean, surrounded by overcast clouds.",human powered boat,deep ocean,cloudy,Multiple
8744,"

A human-powered boat in the deep ocean during a rainy weather.",human powered boat,deep ocean,rainy,Single
8745,Two human powered boats in the deep ocean during rainy weather.,human powered boat,deep ocean,rainy,Two
8746,Three human powered boats in the deep ocean during rainy weather.,human powered boat,deep ocean,rainy,Three
8747,"

A human-powered boat in the deep ocean during a rainy weather.",human powered boat,deep ocean,rainy,Multiple
8748,"

A human-powered boat in the deep ocean during a stormy weather.",human powered boat,deep ocean,stormy,Single
8749,Two human powered boats in the deep ocean during a storm.,human powered boat,deep ocean,stormy,Two
8750,Three human powered boats in the deep ocean during a storm.,human powered boat,deep ocean,stormy,Three
8751,"

A human-powered boat in the stormy deep ocean, waves towering above it, rain lashing against the hull.",human powered boat,deep ocean,stormy,Multiple
8752,"

A human-powered boat in the deep ocean amidst snowfall.",human powered boat,deep ocean,snowy,Single
8753,Two human powered boats in the deep ocean during a snowstorm.,human powered boat,deep ocean,snowy,Two
8754,Three human powered boats in the deep ocean during a snowstorm.,human powered boat,deep ocean,snowy,Three
8755,"

A human-powered boat in the deep ocean, surrounded by snowflakes falling gently from the overcast sky.",human powered boat,deep ocean,snowy,Multiple
8756,"

A human-powered boat in the deep ocean, shrouded by fog.",human powered boat,deep ocean,foggy,Single
8757,Two human powered boats in the deep foggy ocean.,human powered boat,deep ocean,foggy,Two
8758,Three human powered boats in the deep foggy ocean.,human powered boat,deep ocean,foggy,Three
8759,"

A human-powered boat in the deep ocean, shrouded by fog.",human powered boat,deep ocean,foggy,Multiple
8760,"

A human-powered boat in the deep ocean during windy weather.",human powered boat,deep ocean,windy,Single
8761,Two human powered boats in the deep ocean during windy weather.,human powered boat,deep ocean,windy,Two
8762,Three human powered boats in the deep ocean during windy weather.,human powered boat,deep ocean,windy,Three
8763,"

A human-powered boat in the deep ocean during a windy weather.",human powered boat,deep ocean,windy,Multiple
8764,"

A human-powered boat in the deep ocean under clear skies.",human powered boat,deep ocean,clear,Single
8765,Two human powered boats in the deep ocean with clear weather.,human powered boat,deep ocean,clear,Two
8766,Three human powered boats in the deep ocean with clear weather.,human powered boat,deep ocean,clear,Three
8767,"

A human-powered boat in the deep ocean under clear skies.",human powered boat,deep ocean,clear,Multiple
8768,"

A human-powered boat in the calm, sun-kissed coastal waters.",human powered boat,coastal waters,sunny,Single
8769,Two human powered boats in the coastal waters on a sunny day.,human powered boat,coastal waters,sunny,Two
8770,Three human powered boats in the sunny coastal waters.,human powered boat,coastal waters,sunny,Three
8771,"

A sunny day on the coastal waters. A human powered boat with vibrant sails drifts along the calm sea. Nearby, another boat with an oar in the water propels itself forward. The sun casts golden ref",human powered boat,coastal waters,sunny,Multiple
8772,"

A human-powered boat in the coastal waters under overcast skies.",human powered boat,coastal waters,cloudy,Single
8773,Two human powered boats in cloudy coastal waters.,human powered boat,coastal waters,cloudy,Two
8774,Three human powered boats in cloudy coastal waters.,human powered boat,coastal waters,cloudy,Three
8775,"

A human-powered boat in the coastal waters under overcast skies.",human powered boat,coastal waters,cloudy,Multiple
8776,"

A human-powered boat in the coastal waters during rainy weather.",human powered boat,coastal waters,rainy,Single
8777,Two human powered boats in the rainy coastal waters.,human powered boat,coastal waters,rainy,Two
8778,Three human powered boats in the coastal waters during rainy weather.,human powered boat,coastal waters,rainy,Three
8779,"

A human-powered boat in the rainy coastal waters.",human powered boat,coastal waters,rainy,Multiple
8780,"

A human-powered boat in the stormy coastal waters.",human powered boat,coastal waters,stormy,Single
8781,Two human powered boats in stormy coastal waters.,human powered boat,coastal waters,stormy,Two
8782,Three human powered boats in stormy coastal waters.,human powered boat,coastal waters,stormy,Three
8783,"

A human-powered boat in the stormy coastal waters, waves crashing over its sides.",human powered boat,coastal waters,stormy,Multiple
8784,"

A human-powered boat in the coastal waters under snowy conditions.",human powered boat,coastal waters,snowy,Single
8785,Two human powered boats in snowy coastal waters.,human powered boat,coastal waters,snowy,Two
8786,Three human powered boats in the coastal waters during a snowstorm.,human powered boat,coastal waters,snowy,Three
8787,"

A human powered boat in the snowy coastal waters.",human powered boat,coastal waters,snowy,Multiple
8788,"

A human-powered boat in the coastal waters under foggy conditions.",human powered boat,coastal waters,foggy,Single
8789,Two human powered boats in the coastal waters with foggy conditions.,human powered boat,coastal waters,foggy,Two
8790,Three human powered boats in the foggy coastal waters.,human powered boat,coastal waters,foggy,Three
8791,"

A human powered boat in the foggy coastal waters.",human powered boat,coastal waters,foggy,Multiple
8792,"

A human-powered boat in the coastal waters under windy conditions.",human powered boat,coastal waters,windy,Single
8793,Two human powered boats in the coastal waters during windy conditions.,human powered boat,coastal waters,windy,Two
8794,Three human powered boats in the windy coastal waters.,human powered boat,coastal waters,windy,Three
8795,"

A human-powered boat in the choppy coastal waters under a windy sky.",human powered boat,coastal waters,windy,Multiple
8796,"

A clear day on the coastal waters. A single human powered boat drifts gently with the ebb and flow of the tide.",human powered boat,coastal waters,clear,Single
8797,Two human powered boats in clear coastal waters.,human powered boat,coastal waters,clear,Two
8798,Three human powered boats in clear coastal waters.,human powered boat,coastal waters,clear,Three
8799,"

Clear day on the coastal waters, a human powered boat with sails unfurled.",human powered boat,coastal waters,clear,Multiple
8800,Human powered boat in the bay on a sunny day.,human powered boat,bay,sunny,Single
8801,Two human powered boats in the bay under sunny weather.,human powered boat,bay,sunny,Two
8802,Three human powered boats in a sunny bay.,human powered boat,bay,sunny,Three
8803,"

Sunny day in the bay with a human powered boat anchored.",human powered boat,bay,sunny,Multiple
8804,"

A human-powered boat in the bay under cloudy skies.",human powered boat,bay,cloudy,Single
8805,Two human powered boats in the bay under cloudy weather.,human powered boat,bay,cloudy,Two
8806,Three human powered boats in the bay under cloudy weather.,human powered boat,bay,cloudy,Three
8807,"

Cloudy bay with a human powered boat anchored.",human powered boat,bay,cloudy,Multiple
8808,"

A human-powered boat in the bay during rainy weather.",human powered boat,bay,rainy,Single
8809,Two human powered boats in the bay during rainy weather.,human powered boat,bay,rainy,Two
8810,Three human powered boats in the bay during rainy weather.,human powered boat,bay,rainy,Three
8811,"

A human powered boat in the bay during a rainy day.",human powered boat,bay,rainy,Multiple
8812,Human powered boat in the bay amidst stormy weather.,human powered boat,bay,stormy,Single
8813,Two human powered boats in the bay amidst stormy weather.,human powered boat,bay,stormy,Two
8814,Three human powered boats in a bay during a storm.,human powered boat,bay,stormy,Three
8815,"

A human powered boat in the bay amidst stormy weather.",human powered boat,bay,stormy,Multiple
8816,"

A human-powered boat in the bay amidst snowfall.",human powered boat,bay,snowy,Single
8817,Two human powered boats in the bay amidst snowy weather.,human powered boat,bay,snowy,Two
8818,Three human powered boats in the bay amidst snowy weather.,human powered boat,bay,snowy,Three
8819,"

A human powered boat in the bay, surrounded by snowflakes falling gently from the sky.",human powered boat,bay,snowy,Multiple
8820,"

A human-powered boat in the foggy bay.",human powered boat,bay,foggy,Single
8821,Two human powered boats in the foggy bay.,human powered boat,bay,foggy,Two
8822,Three human powered boats in the foggy bay.,human powered boat,bay,foggy,Three
8823,"

A human powered boat in the foggy bay.",human powered boat,bay,foggy,Multiple
8824,Human powered boat in the bay on a windy day.,human powered boat,bay,windy,Single
8825,Two human powered boats in the bay under windy conditions.,human powered boat,bay,windy,Two
8826,Three human powered boats in the bay under windy conditions.,human powered boat,bay,windy,Three
8827,"

A human powered boat in the bay, weathered by windy conditions.",human powered boat,bay,windy,Multiple
8828,"

A clear day on the bay with a single human powered boat.",human powered boat,bay,clear,Single
8829,Two human powered boats in the bay with clear weather.,human powered boat,bay,clear,Two
8830,Three human powered boats in a clear bay.,human powered boat,bay,clear,Three
8831,"

Clear day in the bay, a human powered boat anchored.",human powered boat,bay,clear,Multiple
8832,"

A human-powered boat in the sunny Gulf.",human powered boat,gulf,sunny,Single
8833,Two human powered boats in the gulf under sunny weather.,human powered boat,gulf,sunny,Two
8834,Three human powered boats in the Gulf under sunny weather.,human powered boat,gulf,sunny,Three
8835,"

A sunny day on the Gulf. A human powered boat with vibrant sails drifts peacefully on the calm waters. The sun casts golden reflections on the boat's hull, creating a serene atmosphere. The",human powered boat,gulf,sunny,Multiple
8836,"

A human-powered boat in the Gulf with cloudy weather.",human powered boat,gulf,cloudy,Single
8837,Two human powered boats in the gulf under cloudy weather.,human powered boat,gulf,cloudy,Two
8838,Three human powered boats in the gulf under cloudy weather.,human powered boat,gulf,cloudy,Three
8839,"

A human-powered boat in the gulf under overcast skies.",human powered boat,gulf,cloudy,Multiple
8840,"

A human-powered boat in the Gulf during rainy weather.",human powered boat,gulf,rainy,Single
8841,Two human powered boats in the Gulf during rainy weather.,human powered boat,gulf,rainy,Two
8842,Three human powered boats in the Gulf during rainy weather.,human powered boat,gulf,rainy,Three
8843,"

A human-powered boat in the Gulf, weathered by rain.",human powered boat,gulf,rainy,Multiple
8844,"

A human-powered boat in the Gulf during a stormy weather.",human powered boat,gulf,stormy,Single
8845,Two human powered boats in the gulf during a stormy weather.,human powered boat,gulf,stormy,Two
8846,Three human powered boats in the gulf during a stormy weather.,human powered boat,gulf,stormy,Three
8847,"

A human-powered boat in the Gulf, battling stormy waters.",human powered boat,gulf,stormy,Multiple
8848,"

A human-powered boat in the Gulf, weathered by snowfall.",human powered boat,gulf,snowy,Single
8849,Two human powered boats in the gulf during a snowy weather.,human powered boat,gulf,snowy,Two
8850,Three human powered boats in the gulf during a snowstorm.,human powered boat,gulf,snowy,Three
8851,"

A human-powered boat in the gulf amidst snowfall.",human powered boat,gulf,snowy,Multiple
8852,"

A human-powered boat in the Gulf, shrouded by fog.",human powered boat,gulf,foggy,Single
8853,Two human powered boats in the gulf with foggy weather.,human powered boat,gulf,foggy,Two
8854,Three human powered boats in the gulf with foggy weather.,human powered boat,gulf,foggy,Three
8855,"

A human-powered boat in the gulf, shrouded by fog.",human powered boat,gulf,foggy,Multiple
8856,"

A human-powered boat in the Gulf, weathered by windy conditions.",human powered boat,gulf,windy,Single
8857,Two human powered boats in the gulf during windy weather.,human powered boat,gulf,windy,Two
8858,Three human powered boats in the gulf during windy weather.,human powered boat,gulf,windy,Three
8859,"

A human-powered boat in the gulf under windy conditions.",human powered boat,gulf,windy,Multiple
8860,"

A clear day on the Gulf. A single human-powered boat drifts peacefully on the tranquil water.",human powered boat,gulf,clear,Single
8861,Two human powered boats in the clear gulf.,human powered boat,gulf,clear,Two
8862,Three human powered boats in the clear gulf.,human powered boat,gulf,clear,Three
8863,"

Clear day on the Gulf. A human powered boat drifts gently on the calm waters.",human powered boat,gulf,clear,Multiple
8864,Human powered boat in the estuary on a sunny day.,human powered boat,estuary,sunny,Single
8865,Two human powered boats in the sunny estuary.,human powered boat,estuary,sunny,Two
8866,Three human powered boats in an estuary on a sunny day.,human powered boat,estuary,sunny,Three
8867,"

A human-powered boat in the estuary under a sunny sky.",human powered boat,estuary,sunny,Multiple
8868,"

A human-powered boat in the estuary on a cloudy day.",human powered boat,estuary,cloudy,Single
8869,Two human powered boats in the cloudy estuary.,human powered boat,estuary,cloudy,Two
8870,Three human powered boats in an estuary under cloudy weather.,human powered boat,estuary,cloudy,Three
8871,"

A human powered boat in the estuary amidst cloudy weather.",human powered boat,estuary,cloudy,Multiple
8872,"

A human-powered boat in the estuary during rainy weather.",human powered boat,estuary,rainy,Single
8873,Two human powered boats in the rainy estuary.,human powered boat,estuary,rainy,Two
8874,Three human powered boats in the rainy estuary.,human powered boat,estuary,rainy,Three
8875,"

A human powered boat in the estuary during a rainy day.",human powered boat,estuary,rainy,Multiple
8876,Human powered boat in the estuary during a storm.,human powered boat,estuary,stormy,Single
8877,Two human powered boats in the estuary during a storm.,human powered boat,estuary,stormy,Two
8878,Three human powered boats in the estuary during a storm.,human powered boat,estuary,stormy,Three
8879,"

A human powered boat in the estuary during a stormy weather.",human powered boat,estuary,stormy,Multiple
8880,"

A human powered boat in the estuary amidst snowfall.",human powered boat,estuary,snowy,Single
8881,Two human powered boats in the estuary on a snowy day.,human powered boat,estuary,snowy,Two
8882,Three human powered boats in an estuary during a snowy weather.,human powered boat,estuary,snowy,Three
8883,"

A human powered boat in the estuary, shrouded in a snowy mist.",human powered boat,estuary,snowy,Multiple
8884,"

A human-powered boat in the estuary amidst foggy conditions.",human powered boat,estuary,foggy,Single
8885,Two human powered boats in the estuary under foggy conditions.,human powered boat,estuary,foggy,Two
8886,Three human powered boats in the estuary shrouded by fog.,human powered boat,estuary,foggy,Three
8887,"

A human powered boat in the estuary amidst foggy conditions.",human powered boat,estuary,foggy,Multiple
8888,Human powered boat in the estuary on a windy day.,human powered boat,estuary,windy,Single
8889,Two human powered boats in the estuary during windy weather.,human powered boat,estuary,windy,Two
8890,Three human powered boats in an estuary during windy weather.,human powered boat,estuary,windy,Three
8891,"

A human powered boat in the estuary amidst windy conditions.",human powered boat,estuary,windy,Multiple
8892,"

A human-powered boat in the clear estuary.",human powered boat,estuary,clear,Single
8893,Two human powered boats in the estuary with clear weather.,human powered boat,estuary,clear,Two
8894,Three human powered boats in a clear estuary.,human powered boat,estuary,clear,Three
8895,"Clear day in an estuary, a human powered boat.",human powered boat,estuary,clear,Multiple
8896,"

A human-powered boat on a sunny river.",human powered boat,river,sunny,Single
8897,Two human powered boats in a sunny river.,human powered boat,river,sunny,Two
8898,Three human powered boats in a sunny river.,human powered boat,river,sunny,Three
8899,"

A human-powered boat on a sunny river.",human powered boat,river,sunny,Multiple
8900,"

A human-powered boat on a cloudy river.",human powered boat,river,cloudy,Single
8901,Two human powered boats in a cloudy river.,human powered boat,river,cloudy,Two
8902,Three human powered boats in a cloudy river.,human powered boat,river,cloudy,Three
8903,"

A human-powered boat on a cloudy river.",human powered boat,river,cloudy,Multiple
8904,"

A human-powered boat navigating a rainy river.",human powered boat,river,rainy,Single
8905,Two human powered boats in the river during rain.,human powered boat,river,rainy,Two
8906,Three human powered boats in a rainy river.,human powered boat,river,rainy,Three
8907,"

A human-powered boat in the rainy river, splashing water droplets as it glides through the murky waters.",human powered boat,river,rainy,Multiple
8908,"

A human-powered boat navigating a stormy river.",human powered boat,river,stormy,Single
8909,Two human powered boats in a stormy river.,human powered boat,river,stormy,Two
8910,Three human powered boats in a stormy river.,human powered boat,river,stormy,Three
8911,"

A human-powered boat navigating a stormy river.",human powered boat,river,stormy,Multiple
8912,"

A human-powered boat on a snowy river.",human powered boat,river,snowy,Single
8913,Two human powered boats in a snowy river.,human powered boat,river,snowy,Two
8914,Three human powered boats on a snowy river.,human powered boat,river,snowy,Three
8915,"

A human-powered boat on a snowy river, surrounded by ice floes.",human powered boat,river,snowy,Multiple
8916,"

A human-powered boat navigating a foggy river.",human powered boat,river,foggy,Single
8917,Two human powered boats in a foggy river.,human powered boat,river,foggy,Two
8918,Three human powered boats in a foggy river.,human powered boat,river,foggy,Three
8919,"

A human-powered boat navigating a foggy river.",human powered boat,river,foggy,Multiple
8920,"

A human-powered boat on a windy river.",human powered boat,river,windy,Single
8921,Two human powered boats in a windy river.,human powered boat,river,windy,Two
8922,Three human powered boats in a windy river.,human powered boat,river,windy,Three
8923,"

A human-powered boat on a windy river, waves crashing against its sides.",human powered boat,river,windy,Multiple
8924,"

A human-powered boat on a clear river.",human powered boat,river,clear,Single
8925,Two human powered boats in a clear river.,human powered boat,river,clear,Two
8926,Three human powered boats in a clear river.,human powered boat,river,clear,Three
8927,"

Clear day on a river, human powered boat with vibrant red sails.",human powered boat,river,clear,Multiple
8928,Human powered boat in a sunny canal.,human powered boat,canal,sunny,Single
8929,Two human powered boats in a sunny canal.,human powered boat,canal,sunny,Two
8930,Three human powered boats in a sunny canal.,human powered boat,canal,sunny,Three
8931,"

A human-powered boat in the sunny canal.",human powered boat,canal,sunny,Multiple
8932,"

A human-powered boat navigating the canal under cloudy conditions.",human powered boat,canal,cloudy,Single
8933,Two human powered boats in a canal with cloudy weather.,human powered boat,canal,cloudy,Two
8934,Three human powered boats in a canal with cloudy weather.,human powered boat,canal,cloudy,Three
8935,"

A human-powered boat navigating the canal under cloudy weather.",human powered boat,canal,cloudy,Multiple
8936,"

A human-powered boat navigating the canal under rainy conditions.",human powered boat,canal,rainy,Single
8937,Two human powered boats in a canal during rainy weather.,human powered boat,canal,rainy,Two
8938,Three human powered boats in a canal during rainy weather.,human powered boat,canal,rainy,Three
8939,"

A human-powered boat navigating the canal in the rain.",human powered boat,canal,rainy,Multiple
8940,"

A human-powered boat navigating the canal amidst stormy weather.",human powered boat,canal,stormy,Single
8941,Two human powered boats in a canal during a storm.,human powered boat,canal,stormy,Two
8942,Three human powered boats in a canal during a storm.,human powered boat,canal,stormy,Three
8943,"

A human-powered boat navigating a stormy canal.",human powered boat,canal,stormy,Multiple
8944,"

A human-powered boat navigating the canal in a snowy weather.",human powered boat,canal,snowy,Single
8945,Two human powered boats in a snowy canal.,human powered boat,canal,snowy,Two
8946,Three human powered boats in a snowy canal.,human powered boat,canal,snowy,Three
8947,"

A human-powered boat navigating the canal in a snowy weather.",human powered boat,canal,snowy,Multiple
8948,"

A human-powered boat navigating the canal in foggy conditions.",human powered boat,canal,foggy,Single
8949,Two human powered boats in a foggy canal.,human powered boat,canal,foggy,Two
8950,Three human powered boats in a foggy canal.,human powered boat,canal,foggy,Three
8951,"

A human powered boat navigating the foggy canal.",human powered boat,canal,foggy,Multiple
8952,Human powered boat in a canal on a windy day.,human powered boat,canal,windy,Single
8953,Two human powered boats in a canal with windy weather.,human powered boat,canal,windy,Two
8954,Three human powered boats in a canal with windy weather.,human powered boat,canal,windy,Three
8955,"

A human-powered boat navigating the canal under windy conditions.",human powered boat,canal,windy,Multiple
8956,"

A human-powered boat gliding smoothly on a clear canal.",human powered boat,canal,clear,Single
8957,Two human powered boats in a clear canal.,human powered boat,canal,clear,Two
8958,Three human powered boats in a clear canal.,human powered boat,canal,clear,Three
8959,"

Clear day on the canal, a human powered boat with vibrant sails cuts through the calm water.",human powered boat,canal,clear,Multiple
8960,"

A human-powered boat on a sunny lake.",human powered boat,lake,sunny,Single
8961,Two human powered boats on a sunny lake.,human powered boat,lake,sunny,Two
8962,Three human powered boats on a sunny lake.,human powered boat,lake,sunny,Three
8963,"

Sunny day on a lake with a human powered boat anchored near the shore.",human powered boat,lake,sunny,Multiple
8964,"

A human-powered boat on a cloudy lake.",human powered boat,lake,cloudy,Single
8965,Two human powered boats on a cloudy lake.,human powered boat,lake,cloudy,Two
8966,Three human powered boats on a cloudy lake.,human powered boat,lake,cloudy,Three
8967,"

Cloudy day on a lake with a human powered boat.",human powered boat,lake,cloudy,Multiple
8968,"

A human-powered boat on a rain-soaked lake.",human powered boat,lake,rainy,Single
8969,Two human powered boats in a rainy lake.,human powered boat,lake,rainy,Two
8970,Three human powered boats on a rainy lake.,human powered boat,lake,rainy,Three
8971,"

A human-powered boat on a rain-soaked lake, splashing through the waves.",human powered boat,lake,rainy,Multiple
8972,"

A human-powered boat on a stormy lake.",human powered boat,lake,stormy,Single
8973,Two human powered boats on a stormy lake.,human powered boat,lake,stormy,Two
8974,Three human powered boats on a stormy lake.,human powered boat,lake,stormy,Three
8975,"

A human-powered boat on a stormy lake, rain pelting down, waves crashing against the sides.",human powered boat,lake,stormy,Multiple
8976,"

A human-powered boat on a snow-covered lake.",human powered boat,lake,snowy,Single
8977,Two human powered boats on a snowy lake.,human powered boat,lake,snowy,Two
8978,Three human powered boats on a snowy lake.,human powered boat,lake,snowy,Three
8979,"

A human powered boat on a snow-covered lake.",human powered boat,lake,snowy,Multiple
8980,"

A human-powered boat on a foggy lake.",human powered boat,lake,foggy,Single
8981,Two human powered boats in a foggy lake.,human powered boat,lake,foggy,Two
8982,Three human powered boats on a foggy lake.,human powered boat,lake,foggy,Three
8983,"

A human powered boat on a foggy lake, shrouded in mist.",human powered boat,lake,foggy,Multiple
8984,"

A human-powered boat on a windy lake.",human powered boat,lake,windy,Single
8985,Two human powered boats on a windy lake.,human powered boat,lake,windy,Two
8986,Three human powered boats on a windy lake.,human powered boat,lake,windy,Three
8987,"

A human-powered boat on a windy lake, waves crashing against its sides.",human powered boat,lake,windy,Multiple
8988,"

A clear day on a serene lake. A single human powered boat drifts gently on the water's surface.",human powered boat,lake,clear,Single
8989,Two human powered boats on a clear lake.,human powered boat,lake,clear,Two
8990,Three human powered boats on a clear lake.,human powered boat,lake,clear,Three
8991,Clear day on a lake with a human powered boat.,human powered boat,lake,clear,Multiple
8992,Human powered boat in a sunny lagoon.,human powered boat,lagoon,sunny,Single
8993,Two human powered boats in a sunny lagoon.,human powered boat,lagoon,sunny,Two
8994,Three human powered boats in a sunny lagoon.,human powered boat,lagoon,sunny,Three
8995,"

A sunny day in the lagoon. A human powered boat with vibrant sails bobbing gently on the tranquil water.",human powered boat,lagoon,sunny,Multiple
8996,"

A human-powered boat in the lagoon under cloudy skies.",human powered boat,lagoon,cloudy,Single
8997,Two human powered boats in a lagoon under cloudy weather.,human powered boat,lagoon,cloudy,Two
8998,Three human powered boats in a cloudy lagoon.,human powered boat,lagoon,cloudy,Three
8999,"

Cloudy lagoon with a human powered boat anchored in the still water.",human powered boat,lagoon,cloudy,Multiple
9000,"

A human-powered boat in the lagoon during rainy weather.",human powered boat,lagoon,rainy,Single
9001,Two human powered boats in a lagoon during rainy weather.,human powered boat,lagoon,rainy,Two
9002,Three human powered boats in a lagoon during rainy weather.,human powered boat,lagoon,rainy,Three
9003,"

A human-powered boat in the lagoon during a rainy day.",human powered boat,lagoon,rainy,Multiple
9004,"

A human-powered boat in the lagoon during a stormy weather.",human powered boat,lagoon,stormy,Single
