,prompt,class,environment,weather,amount
14658,"Three trains in the jungle, sunny weather.",train,jungle,sunny,Three
14659,"

A train snaking through the dense jungle under the bright, sunny sky.",train,jungle,sunny,Multiple
14660,"

A single train in the jungle, surrounded by lush greenery, with a cloudy sky overhead.",train,jungle,cloudy,Single
14661,"

Two trains in the jungle, shrouded in cloudy weather.",train,jungle,cloudy,Two
14662,"Three trains in the jungle, shrouded in cloudy weather.",train,jungle,cloudy,Three
14663,"

A train snaking through the dense jungle, surrounded by towering trees and ferns, with a cloudy sky overhead.",train,jungle,cloudy,Multiple
14664,"

A single train in the jungle, surrounded by lush greenery, during a rainy day. The raindrops hit the metal roof with a rhythmic ping, while the steam from the engine mingled with the",train,jungle,rainy,Single
14665,"

Two trains in the jungle during rainy weather.",train,jungle,rainy,Two
14666,"Three trains in the jungle, under a rainy canopy.",train,jungle,rainy,Three
14667,"

A rain-soaked train chugs through the dense jungle, its engine belching plumes of steam into the misty air. The vibrant green foliage presses in on both sides, leaves dripping with rainwater",train,jungle,rainy,Multiple
14668,"

A single train in the jungle during a storm. The thick foliage rustled in the wind as the rain pounded down, creating a torrential downpour. The train, with its steam engine and carriages,",train,jungle,stormy,Single
14669,"

Two trains in the jungle during a storm.",train,jungle,stormy,Two
14670,Three trains in the jungle during a storm.,train,jungle,stormy,Three
14671,"

A train snaking through the dense jungle, leaves glistening with rain, thunder rumbling in the distance.",train,jungle,stormy,Multiple
14672,"

A single train in the jungle, surrounded by lush greenery, with a snowy weather covering the landscape. The train's steam engine puffs out white smoke against the backdrop of the wintery jungle. The",train,jungle,snowy,Single
14673,"

Two trains in the jungle, shrouded in snowy weather.",train,jungle,snowy,Two
14674,"Three trains in the jungle, covered in snow.",train,jungle,snowy,Three
14675,"

A train, laden with cargo, makes its way through the dense jungle. The weather is unexpectedly snowy, with thick flakes falling gently from the sky, blanketing the lush foliage in a layer of white",train,jungle,snowy,Multiple
14676,"

A single train in the jungle, shrouded in fog.",train,jungle,foggy,Single
14677,"

Two trains in the jungle, shrouded in fog.",train,jungle,foggy,Two
14678,"Three trains in the jungle, shrouded in fog.",train,jungle,foggy,Three
14679,"

A train snaking through the dense jungle, shrouded in fog.",train,jungle,foggy,Multiple
14680,"

A single train in the jungle, surrounded by lush greenery, with the wind rustling through the trees.",train,jungle,windy,Single
14681,"Two trains in the jungle, weather: windy.",train,jungle,windy,Two
14682,"Three trains in the jungle, weather windy.",train,jungle,windy,Three
14683,"

A train meandering through the dense jungle, leaves behind a trail of dust in the windy weather.",train,jungle,windy,Multiple
14684,"

A single train in the jungle with clear weather.",train,jungle,clear,Single
14685,"Two trains in the jungle, clear weather.",train,jungle,clear,Two
14686,Three trains in the jungle with clear weather.,train,jungle,clear,Three
14687,"

A train snaking through the dense jungle under clear skies.",train,jungle,clear,Multiple
14688,"

A single train along the coast under a sunny sky.",train,coast,sunny,Single
14689,"Two trains along the coast, sunny weather.",train,coast,sunny,Two
14690,Three trains along the coastline in a sunny day.,train,coast,sunny,Three
14691,"

A sunny coastline with a long, red train parked on the sandy shore.",train,coast,sunny,Multiple
14692,"

A single train along the coast, shrouded in cloudy weather.",train,coast,cloudy,Single
14693,"

Two trains along the coast, shrouded in cloudy weather.",train,coast,cloudy,Two
14694,"Three trains along the coastline, shrouded in cloudy weather.",train,coast,cloudy,Three
14695,"

A train winding along the coastline, shrouded in a cloudy sky.",train,coast,cloudy,Multiple
14696,"

A single train on the rain-soaked coastline.",train,coast,rainy,Single
14697,"

Two trains on the rain-soaked coast.",train,coast,rainy,Two
14698,Three trains along the rainy coast.,train,coast,rainy,Three
14699,"

A rain-soaked train winding along the rocky coastline.",train,coast,rainy,Multiple
14700,"

A single train on the coast, battered by stormy weather.",train,coast,stormy,Single
14701,"

Two trains on the coast, stormy weather.",train,coast,stormy,Two
14702,Three trains along the stormy coast.,train,coast,stormy,Three
14703,"

A train on the coast during a storm. Dark clouds loom overhead, rain pelts the windows, and the wind howls through the cracks. The waves crash against the shore, sending plumes of spray into the air. The",train,coast,stormy,Multiple
14704,"

A single train on a snowy coastline.",train,coast,snowy,Single
14705,"

Two trains on the snowy coast.",train,coast,snowy,Two
14706,Three trains on a snowy coast.,train,coast,snowy,Three
14707,"

A train winding through the snowy landscape, its steam puffing out in the cold air.",train,coast,snowy,Multiple
14708,"

A single train winding through the coastline, shrouded in fog.",train,coast,foggy,Single
14709,"

Two trains on the coast, shrouded in fog.",train,coast,foggy,Two
14710,Three trains along the foggy coast.,train,coast,foggy,Three
14711,"

A train winding through the coastline, shrouded in fog.",train,coast,foggy,Multiple
14712,"

A single train on the coast, battered by the wind.",train,coast,windy,Single
14713,"

Two trains along the coastline, with waves crashing against the rocks below, under a windy sky.",train,coast,windy,Two
14714,Three trains along the windy coast.,train,coast,windy,Three
14715,"

A train on the coast, surrounded by crashing waves in a windy weather.",train,coast,windy,Multiple
14716,"

A single train along the coast with clear weather.",train,coast,clear,Single
14717,Two trains along the coast with clear weather.,train,coast,clear,Two
14718,Three trains along the coast with clear weather.,train,coast,clear,Three
14719,"

A clear day by the coast. A train passing through the sandy landscape.",train,coast,clear,Multiple
14720,"

A single train in the savanna under a sunny sky.",train,savanna,sunny,Single
14721,Two trains in the savanna under a sunny sky.,train,savanna,sunny,Two
14722,Three trains in the savanna under a sunny sky.,train,savanna,sunny,Three
14723,"

A train passing through the savanna under the bright, sunny sky.",train,savanna,sunny,Multiple
14724,"

A single train in the savanna under cloudy weather.",train,savanna,cloudy,Single
14725,"Two trains in the savanna, cloudy weather.",train,savanna,cloudy,Two
14726,Three trains in the savanna with a cloudy weather.,train,savanna,cloudy,Three
14727,"

A train passing through the savanna under cloudy weather.",train,savanna,cloudy,Multiple
14728,"

A single train in the savanna during a rainy weather.",train,savanna,rainy,Single
14729,Two trains in the savanna during rainy weather.,train,savanna,rainy,Two
14730,Three trains in the savanna during rainy weather.,train,savanna,rainy,Three
14731,"

A rainy savanna with tall grasses and scattered trees. In the distance, a train with its long, metallic body and billowing smoke stacks makes its way through the wet terrain. The raindrops glisten on the",train,savanna,rainy,Multiple
14732,"

A single train in the savanna during a storm.",train,savanna,stormy,Single
14733,Two trains in the savanna during a storm.,train,savanna,stormy,Two
14734,Three trains in the savanna during a storm.,train,savanna,stormy,Three
14735,"

A train in the savanna during a storm, muddy waters surrounding it. The rain pours heavily, obscuring the view of the distant trees. Thunder rumbles in the distance, shaking the ground beneath the train. The",train,savanna,stormy,Multiple
14736,"

A single train in the savanna, surrounded by tall grasses, with a snowy weather covering the landscape.",train,savanna,snowy,Single
14737,Two trains in the savanna with a snowy weather.,train,savanna,snowy,Two
14738,Three trains in the savanna with a snowy weather.,train,savanna,snowy,Three
14739,"

A train in the savanna, shrouded in a thick blanket of snow.",train,savanna,snowy,Multiple
14740,"

A single train in the savanna, shrouded in fog.",train,savanna,foggy,Single
14741,"

Two trains in the savanna with a foggy weather.",train,savanna,foggy,Two
14742,Three trains in the savanna with a foggy weather.,train,savanna,foggy,Three
14743,"

A train in the savanna, shrouded in fog.",train,savanna,foggy,Multiple
14744,"

A single train in the savanna under a windy sky.",train,savanna,windy,Single
14745,Two trains in the savanna under a windy sky.,train,savanna,windy,Two
14746,Three trains in the savanna under a windy sky.,train,savanna,windy,Three
14747,"

A train crossing the savanna under a windy sky, dust particles swirling around it.",train,savanna,windy,Multiple
14748,"

A single train in the savanna under clear skies.",train,savanna,clear,Single
14749,Two trains in the savanna with clear weather.,train,savanna,clear,Two
14750,Three trains in the savanna with clear weather.,train,savanna,clear,Three
14751,"

A train passing through the savanna under clear skies.",train,savanna,clear,Multiple
14752,"

A single train in the canyon under a sunny sky.",train,canyon,sunny,Single
14753,"

Two trains in a canyon under sunny weather.",train,canyon,sunny,Two
14754,Three trains in the canyon on a sunny day.,train,canyon,sunny,Three
14755,"

A train passing through a sunny canyon.",train,canyon,sunny,Multiple
14756,"

A single train in the canyon under cloudy weather.",train,canyon,cloudy,Single
14757,"

Two trains in the canyon under cloudy weather.",train,canyon,cloudy,Two
14758,Three trains in the canyon with a cloudy weather.,train,canyon,cloudy,Three
14759,"

A train passing through a canyon with a cloudy weather.",train,canyon,cloudy,Multiple
14760,"

A single train in the canyon during rainy weather.",train,canyon,rainy,Single
14761,"

Two trains in a canyon during rainy weather.",train,canyon,rainy,Two
14762,Three trains in a canyon during rainy weather.,train,canyon,rainy,Three
14763,"

A rainy canyon with a multiple-car train passing through.",train,canyon,rainy,Multiple
14764,"

A single train in the canyon during a storm.",train,canyon,stormy,Single
14765,"

Two trains in a canyon during a storm.",train,canyon,stormy,Two
14766,Three trains in a canyon during a storm.,train,canyon,stormy,Three
14767,"

A train in the canyon during a stormy weather.",train,canyon,stormy,Multiple
14768,"

A single train in the canyon under a snowy weather.",train,canyon,snowy,Single
14769,"

Two trains in a canyon under snowy weather.",train,canyon,snowy,Two
14770,Three trains in a snowy canyon.,train,canyon,snowy,Three
14771,"

A train in the canyon under a snowy sky.",train,canyon,snowy,Multiple
14772,"

A single train in the canyon shrouded by fog.",train,canyon,foggy,Single
14773,"

Two trains in the canyon with foggy weather.",train,canyon,foggy,Two
14774,Three trains in the canyon with foggy weather.,train,canyon,foggy,Three
14775,"

A train in the canyon shrouded by fog.",train,canyon,foggy,Multiple
14776,"

A single train in the canyon amidst windy weather.",train,canyon,windy,Single
14777,"

Two trains in a canyon under windy conditions.",train,canyon,windy,Two
14778,Three trains in a canyon with windy weather.,train,canyon,windy,Three
14779,"

A train passing through a windy canyon.",train,canyon,windy,Multiple
14780,"

A single train in the canyon with clear weather.",train,canyon,clear,Single
14781,Two trains in the canyon with clear weather.,train,canyon,clear,Two
14782,Three trains in the canyon with clear weather.,train,canyon,clear,Three
14783,"

A train passing through a canyon with clear weather.",train,canyon,clear,Multiple
14784,"

A red train on a sunlit island with palm trees and clear blue waters in the background.",train,island,sunny,Single
14785,Two trains on an island with sunny weather.,train,island,sunny,Two
14786,Three trains on an island with sunny weather.,train,island,sunny,Three
14787,"

A red train on a green hillside under a sunny sky.
A long train winding through a forest in the sun.
A yellow train parked on a sandy beach with clear blue water and sunshine.
A blue",train,island,sunny,Multiple
14788,"

A single train on a rain-soaked island, shrouded in clouds.",train,island,cloudy,Single
14789,"

Two trains on an island with cloudy weather.",train,island,cloudy,Two
14790,Three trains on an island with cloudy weather.,train,island,cloudy,Three
14791,"

A train on a rain-soaked island with overcast skies.",train,island,cloudy,Multiple
14792,"

A single train on a rain-soaked island.",train,island,rainy,Single
14793,"

Two trains on an island during rainy weather.",train,island,rainy,Two
14794,Three trains on an island during rainy weather.,train,island,rainy,Three
14795,"

A rain-soaked train on a tropical island.",train,island,rainy,Multiple
14796,"

A single train on a rain-soaked island during a storm.",train,island,stormy,Single
14797,"

Two trains on an island during a storm.",train,island,stormy,Two
14798,Three trains on an island during a storm.,train,island,stormy,Three
14799,"

A train on a rain-soaked island during a storm.",train,island,stormy,Multiple
14800,"

A single train on a snow-covered island.",train,island,snowy,Single
14801,"

Two trains on an island with snowy weather.",train,island,snowy,Two
14802,Three trains on an island with snowy weather.,train,island,snowy,Three
14803,"

A train on a snowy island, surrounded by frozen trees and icy terrain.",train,island,snowy,Multiple
14804,"

A single train on a foggy island.",train,island,foggy,Single
14805,"

Two trains on an island in the fog.",train,island,foggy,Two
14806,Three trains on an island in the fog.,train,island,foggy,Three
14807,"

A train winding through the dense fog on an island.",train,island,foggy,Multiple
14808,"

A single train on a windswept island.",train,island,windy,Single
14809,"

Two trains on an island with windy weather.",train,island,windy,Two
14810,Three trains on an island with windy weather.,train,island,windy,Three
14811,"

A train on a windswept island.",train,island,windy,Multiple
14812,"

A red train on a green island with clear weather.",train,island,clear,Single
14813,Two trains on an island with clear weather.,train,island,clear,Two
14814,Three trains on an island with clear weather.,train,island,clear,Three
14815,"

A red train on a green hillside under clear skies.
A long train parked next to a calm lake with clear weather.
A yellow train on a sandy beach with clear sunny conditions.
A blue train in a",train,island,clear,Multiple
14816,"

A single train in the valley under a sunny sky.",train,valley,sunny,Single
14817,Two trains in the valley under sunny weather.,train,valley,sunny,Two
14818,Three trains in the sunny valley.,train,valley,sunny,Three
14819,"

A sunny valley with a long train passing through it.",train,valley,sunny,Multiple
14820,"

A single train in the valley, shrouded by cloudy weather.",train,valley,cloudy,Single
14821,"

Two trains in the valley with a cloudy weather.",train,valley,cloudy,Two
14822,Three trains in the valley with a cloudy weather.,train,valley,cloudy,Three
14823,"

A train passing through the valley, surrounded by rolling clouds.",train,valley,cloudy,Multiple
14824,"

A single train in the valley, shrouded by rain.",train,valley,rainy,Single
14825,"

Two trains in the valley during rainy weather.",train,valley,rainy,Two
14826,Three trains in the valley during rainy weather.,train,valley,rainy,Three
14827,"

A rainy valley with a long, winding train track. A train, its windows steamed up, chugs slowly through the mist.",train,valley,rainy,Multiple
14828,"

A single train in the valley amidst stormy weather.",train,valley,stormy,Single
14829,"

Two trains in the valley during a storm.",train,valley,stormy,Two
14830,Three trains in the valley during a storm.,train,valley,stormy,Three
14831,"

A train and its carriages, submerged in the valley, during a stormy weather.",train,valley,stormy,Multiple
14832,"

A single train in the valley, shrouded in snowy weather.",train,valley,snowy,Single
14833,"

Two trains in the valley, shrouded in snowy weather.",train,valley,snowy,Two
14834,"Three trains in the valley, shrouded in snow.",train,valley,snowy,Three
14835,"

A train winding through the valley, surrounded by snow-covered trees and buildings.",train,valley,snowy,Multiple
14836,"

A single train in the valley, shrouded by fog.",train,valley,foggy,Single
14837,"

Two trains in the valley, shrouded in fog.",train,valley,foggy,Two
14838,"Three trains in the valley, shrouded in fog.",train,valley,foggy,Three
14839,"

A train with its steamy windows in the foggy valley.",train,valley,foggy,Multiple
14840,"

A single train in the valley amidst windy weather.",train,valley,windy,Single
14841,Two trains in the valley with windy weather.,train,valley,windy,Two
14842,Three trains in the valley with a windy weather.,train,valley,windy,Three
14843,"

A train winding through the valley with gusts of wind blowing through the trees.",train,valley,windy,Multiple
14844,"

A single train in the valley with clear weather.",train,valley,clear,Single
14845,Two trains in the valley with clear weather.,train,valley,clear,Two
14846,Three trains in the valley with clear weather.,train,valley,clear,Three
14847,"

A clear day in the valley. A train passes through, its engine emitting plumes of smoke against the blue sky. The tracks wind through the lush greenery, the sun casting long shadows over the landscape. The train cars",train,valley,clear,Multiple
14848,"

A single train in the vast, sun-kissed plain.",train,plain,sunny,Single
14849,Two trains in the open countryside on a sunny day.,train,plain,sunny,Two
14850,Three trains in the open field under sunny weather.,train,plain,sunny,Three
14851,"

A train in the plain under a sunny sky.",train,plain,sunny,Multiple
14852,"

A single train in the plain under overcast clouds.",train,plain,cloudy,Single
14853,"Two trains in the plain, weather: cloudy.",train,plain,cloudy,Two
14854,Three trains in the open plain under cloudy weather.,train,plain,cloudy,Three
14855,"

A train in the plain under overcast skies.",train,plain,cloudy,Multiple
14856,"

A single train in the plain under a rainy sky.",train,plain,rainy,Single
14857,Two trains in the plain under rainy weather.,train,plain,rainy,Two
14858,Three trains in the open field under rainy weather.,train,plain,rainy,Three
14859,"

A rainy plain with a long train stretching across it.",train,plain,rainy,Multiple
14860,"

A single train in the vast, open plain under stormy weather.",train,plain,stormy,Single
14861,Two trains in the plain during a storm.,train,plain,stormy,Two
14862,Three trains in the open plain during a storm.,train,plain,stormy,Three
14863,"

A train in the plain under a stormy sky.",train,plain,stormy,Multiple
14864,"

A single train in the plain under a snowy sky.",train,plain,snowy,Single
14865,Two trains in the plain under snowy weather.,train,plain,snowy,Two
14866,Three trains in the plain under snowy weather.,train,plain,snowy,Three
14867,"

A train in the plain under a snowy sky.",train,plain,snowy,Multiple
14868,"

A single train in the plain under foggy conditions.",train,plain,foggy,Single
14869,"

Two trains in the plain, shrouded in fog.",train,plain,foggy,Two
14870,"Three trains in the plain, shrouded in fog.",train,plain,foggy,Three
14871,"

A train in the plain, shrouded by fog.",train,plain,foggy,Multiple
14872,"

A single train in the vast, open plain under a windy sky.",train,plain,windy,Single
14873,Two trains in the open plain under windy weather.,train,plain,windy,Two
14874,Three trains in the open field under windy conditions.,train,plain,windy,Three
14875,"

A train in the plain under a windy sky.",train,plain,windy,Multiple
14876,"

A single train in the vast, open plain under clear skies.",train,plain,clear,Single
14877,Two trains in the open countryside with clear weather.,train,plain,clear,Two
14878,Three trains in the open field under clear skies.,train,plain,clear,Three
14879,"

A train crossing a plain under clear skies.",train,plain,clear,Multiple
14880,"

A single train in the sunny countryside.",train,normal,sunny,Single
14881,Two trains in a sunny landscape.,train,normal,sunny,Two
14882,Three trains in a sunny landscape.,train,normal,sunny,Three
14883,"

A red train on a sunny track, surrounded by blooming flowers.
A long train passing through a sunlit forest.
A yellow train winding through a sunny mountain landscape.
A blue train parked at a sunny",train,normal,sunny,Multiple
14884,"

A single train in the normal, under a cloudy sky.",train,normal,cloudy,Single
14885,"

Two trains in a normal setting, with a cloudy weather.",train,normal,cloudy,Two
14886,Three trains in a train station during cloudy weather.,train,normal,cloudy,Three
14887,"

A train winding through the hills, surrounded by a thick layer of clouds.",train,normal,cloudy,Multiple
14888,"

A single train in a rainy landscape, its windows reflecting the torrential downpour.",train,normal,rainy,Single
14889,"

Two trains in a rainy landscape.",train,normal,rainy,Two
14890,Three trains in a station during rainfall.,train,normal,rainy,Three
14891,"

A rainy day, a long train winding through a lush green valley.",train,normal,rainy,Multiple
14892,"

A single train in a stormy landscape, rain pounding against its metal exterior, wind howling through the gaps between cars.",train,normal,stormy,Single
14893,"

Two trains in a normal setting during a storm.",train,normal,stormy,Two
14894,Three trains in a station during a storm.,train,normal,stormy,Three
14895,"

A train on a rain-soaked bridge during a storm.
A train passing through a forest in a stormy weather.
A train halted at a station during a storm.
A train winding through a mountainous region",train,normal,stormy,Multiple
14896,"

A single train in a snowy landscape.",train,normal,snowy,Single
14897,Two trains in a snowy landscape.,train,normal,snowy,Two
14898,Three trains in a snowy landscape.,train,normal,snowy,Three
14899,"

A train in a snowy forest, trees laden with white crystals.",train,normal,snowy,Multiple
14900,"

A single train in the fog, its steamy windows reflecting the dense, swirling mist.",train,normal,foggy,Single
14901,"

Two trains in the fog.",train,normal,foggy,Two
14902,Three trains in a station in the fog.,train,normal,foggy,Three
14903,"

A train in the foggy countryside.",train,normal,foggy,Multiple
14904,"

A single train in a windswept landscape.",train,normal,windy,Single
14905,"

Two trains in a windy landscape.",train,normal,windy,Two
14906,Three trains on a windy plain.,train,normal,windy,Three
14907,"

A train on a winding mountain track in a windy autumn day.",train,normal,windy,Multiple
14908,"

A single train in the normal, with clear weather, passing through a picturesque countryside.",train,normal,clear,Single
14909,"Two trains in the normal, with clear weather.",train,normal,clear,Two
14910,Three trains in a clear station.,train,normal,clear,Three
14911,"

A train passing through a clear, sunny countryside.",train,normal,clear,Multiple
14912,"

A single train in the downtown area under a sunny sky.",train,downtown,sunny,Single
14913,"Two trains in downtown, sunny weather.",train,downtown,sunny,Two
14914,Three trains in the downtown with a sunny weather.,train,downtown,sunny,Three
14915,"

A sunny downtown scene with a train passing through the intersection.",train,downtown,sunny,Multiple
14916,"

A single train in the downtown area, surrounded by tall buildings, under a cloudy sky.",train,downtown,cloudy,Single
14917,"

Two trains in downtown, shrouded by cloudy weather.",train,downtown,cloudy,Two
14918,Three trains in downtown during cloudy weather.,train,downtown,cloudy,Three
14919,"

A train passing through the downtown area under cloudy skies.",train,downtown,cloudy,Multiple
14920,"

A single train in the downtown during rainy weather.",train,downtown,rainy,Single
14921,Two trains in downtown during rainy weather.,train,downtown,rainy,Two
14922,Three trains in the downtown during rainy weather.,train,downtown,rainy,Three
14923,"

A rainy downtown. A train, its windows reflecting the raindrops, passes by.",train,downtown,rainy,Multiple
14924,"

A single train in downtown amidst a stormy weather.",train,downtown,stormy,Single
14925,Two trains in downtown during a storm.,train,downtown,stormy,Two
14926,Three trains in the downtown during a storm.,train,downtown,stormy,Three
14927,"

A train in downtown during a stormy weather.",train,downtown,stormy,Multiple
14928,"

A single train in downtown, shrouded in snowfall.",train,downtown,snowy,Single
14929,Two trains in downtown during snowfall.,train,downtown,snowy,Two
14930,Three trains in the downtown during a snowstorm.,train,downtown,snowy,Three
14931,"

A train in downtown, shrouded in snowfall.",train,downtown,snowy,Multiple
14932,"

A single train in the downtown, shrouded by fog.",train,downtown,foggy,Single
14933,"

Two trains in the downtown, shrouded in fog.",train,downtown,foggy,Two
14934,Three trains in downtown with foggy weather.,train,downtown,foggy,Three
14935,"

A train in downtown, shrouded in fog.",train,downtown,foggy,Multiple
14936,"

A single train in the downtown amidst windy weather.",train,downtown,windy,Single
14937,Two trains in downtown during windy weather.,train,downtown,windy,Two
14938,Three trains in the downtown during a windy day.,train,downtown,windy,Three
14939,"

A train passing through the downtown area on a windy day.",train,downtown,windy,Multiple
14940,"

Clear day, single train in downtown.",train,downtown,clear,Single
14941,Two trains in the downtown with clear weather.,train,downtown,clear,Two
14942,Three trains in the downtown with clear weather.,train,downtown,clear,Three
14943,"

Clear day, multiple trains in downtown.",train,downtown,clear,Multiple
14944,"

A single train in an urban setting under a sunny sky.",train,urban,sunny,Single
14945,"Two trains in the urban, sunny weather.",train,urban,sunny,Two
14946,"Three trains in the urban, sunny weather.",train,urban,sunny,Three
14947,"

A red train passing through an urban area under a sunny sky.",train,urban,sunny,Multiple
14948,"

A single train in an urban setting under cloudy weather.",train,urban,cloudy,Single
14949,"

Two trains in an urban setting under cloudy weather.",train,urban,cloudy,Two
14950,Three trains in an urban setting under cloudy weather.,train,urban,cloudy,Three
14951,"

A train passing through an urban area under cloudy weather.",train,urban,cloudy,Multiple
14952,"

A single train in an urban setting during rainy weather.",train,urban,rainy,Single
14953,"Two trains in the urban, rainy weather.",train,urban,rainy,Two
14954,Three trains in an urban setting during rainy weather.,train,urban,rainy,Three
14955,"

A rain-soaked urban street with a long, red train passing through the puddles, its windows reflecting the raindrops.",train,urban,rainy,Multiple
14956,"

A single train in an urban setting during a storm. Rain pounds against the metal exterior, creating a rhythmic symphony. The wind howls through the gaps between the cars, causing them to sway slightly. The headlights flicker err",train,urban,stormy,Single
14957,Two trains in an urban setting during a storm.,train,urban,stormy,Two
14958,Three trains in an urban setting during a storm.,train,urban,stormy,Three
14959,"

A train in an urban setting during a storm. Rain pounding against the windows, thunder rumbling in the distance. The tracks glisten with rainwater, leaves and debris scattered around. The engine emits a low hum as it moves",train,urban,stormy,Multiple
14960,"

A single train in an urban setting, shrouded in snowfall.",train,urban,snowy,Single
14961,Two trains in an urban setting during a snowfall.,train,urban,snowy,Two
14962,Three trains in an urban setting amidst snowfall.,train,urban,snowy,Three
14963,"

A train in an urban setting, surrounded by snow-covered buildings and trees.",train,urban,snowy,Multiple
14964,"

A single train in an urban setting, shrouded by fog.",train,urban,foggy,Single
14965,"

Two trains in an urban setting with foggy weather.",train,urban,foggy,Two
14966,Three trains in the urban with a foggy weather.,train,urban,foggy,Three
14967,"

A train shrouded in fog, navigating urban tracks.",train,urban,foggy,Multiple
14968,"

A single train in an urban setting, amidst windy conditions.",train,urban,windy,Single
14969,"Two trains in the urban, weather: windy.",train,urban,windy,Two
14970,Three trains in an urban setting during a windy day.,train,urban,windy,Three
14971,"

A train passing through an urban area during a windy day.",train,urban,windy,Multiple
14972,"

Clear day, single urban train.",train,urban,clear,Single
14973,Two trains in the urban with clear weather.,train,urban,clear,Two
14974,Three trains in the urban with clear weather.,train,urban,clear,Three
14975,"

Clear day, a train passing through an urban area.",train,urban,clear,Multiple
14976,"

A single train in an industrial setting under a sunny sky.",train,industrial,sunny,Single
14977,Two trains in an industrial setting under a sunny sky.,train,industrial,sunny,Two
14978,Three trains in an industrial setting under a sunny sky.,train,industrial,sunny,Three
14979,"

A sunny industrial landscape with a long train track leading into the distance. A train, filled with colorful containers, rolls steadily along the track.",train,industrial,sunny,Multiple
14980,"

A single train in an industrial setting under cloudy weather.",train,industrial,cloudy,Single
14981,"

Two trains in an industrial setting under cloudy weather.",train,industrial,cloudy,Two
14982,Three trains in an industrial area with cloudy weather.,train,industrial,cloudy,Three
14983,"

A train with rusted carriages, idling in an industrial yard under a cloudy sky.",train,industrial,cloudy,Multiple
14984,"

A single train in an industrial setting during rainy weather.",train,industrial,rainy,Single
14985,"

Two trains in an industrial setting during rainy weather.",train,industrial,rainy,Two
14986,Three trains in an industrial area during rainfall.,train,industrial,rainy,Three
14987,"

A rain-soaked industrial yard. A train, its engine steaming, comes to a halt. Water cascades from its wheels, mixing with the mud. Nearby, other trains wait, their carriages glistening in",train,industrial,rainy,Multiple
14988,"

A single train in an industrial setting during a storm. Rain pounds against the metal exterior, creating a rhythmic clatter. Thunder rumbles in the distance, shaking the ground beneath the train's wheels. The wind howls",train,industrial,stormy,Single
14989,Two trains in an industrial setting during a storm.,train,industrial,stormy,Two
14990,Three trains in an industrial area during a storm.,train,industrial,stormy,Three
14991,"

A train on an industrial track during a stormy weather. Rain pelts down relentlessly, creating a rhythmic pitter-patter sound against the metal carriages. Thunder rumbles in the distance, illuminating",train,industrial,stormy,Multiple
14992,"

A single train in an industrial setting, shrouded in snowfall.",train,industrial,snowy,Single
14993,"

Two trains in an industrial setting under snowy weather.",train,industrial,snowy,Two
14994,Three trains in an industrial setting under snowy weather.,train,industrial,snowy,Three
14995,"

A train in an industrial yard, surrounded by snow-covered buildings and trees. The tracks leading away from the train are blanketed in snow, making the wheels and rails almost indistinguishable. The engine of the train p",train,industrial,snowy,Multiple
14996,"

A single train in an industrial setting, shrouded in fog.",train,industrial,foggy,Single
14997,"

Two trains in an industrial setting, shrouded in fog.",train,industrial,foggy,Two
14998,Three trains in an industrial area shrouded in fog.,train,industrial,foggy,Three
14999,"

A train with smokestacks, moving through an industrial area shrouded in fog.",train,industrial,foggy,Multiple
15000,"

A single train in an industrial setting, with the wind howling through the air.",train,industrial,windy,Single
15001,Two trains in an industrial setting during a windy day.,train,industrial,windy,Two
15002,Three trains in an industrial area during a windy day.,train,industrial,windy,Three
15003,"

A train on a windy industrial track, rusted carriages swaying in the gusts.",train,industrial,windy,Multiple
15004,"

Clear day, a single industrial train with smokestacks, idling at a station.",train,industrial,clear,Single
15005,Two trains in an industrial setting with clear weather.,train,industrial,clear,Two
15006,Three trains in an industrial area with clear weather.,train,industrial,clear,Three
15007,"

Clear day in an industrial area. A long train with multiple carriages passes by.",train,industrial,clear,Multiple
15008,"

A single train in a residential area under a sunny sky.",train,residential,sunny,Single
15009,Two trains in a residential area on a sunny day.,train,residential,sunny,Two
15010,Three trains in a residential area on a sunny day.,train,residential,sunny,Three
15011,"

A sunny day. A train passing through a residential area.",train,residential,sunny,Multiple
15012,"

A single train in a residential area under cloudy weather.",train,residential,cloudy,Single
15013,"

Two trains in a residential area with cloudy weather.",train,residential,cloudy,Two
15014,Three trains in a residential area with cloudy weather.,train,residential,cloudy,Three
15015,"

A train passing through a residential area on a cloudy day.",train,residential,cloudy,Multiple
15016,"

A single train in a residential area during rainy weather.",train,residential,rainy,Single
15017,Two trains in a residential area during rainy weather.,train,residential,rainy,Two
15018,Three trains in a residential area during rainy weather.,train,residential,rainy,Three
15019,"

A rainy day. A train passing through a residential area.",train,residential,rainy,Multiple
15020,"

A single train in a residential area during a storm.",train,residential,stormy,Single
15021,Two trains in a residential area during a storm.,train,residential,stormy,Two
15022,Three trains in a residential area during a storm.,train,residential,stormy,Three
15023,"

A train passing through a residential area during a storm. The rain pounded against the windows of the passing train, creating a rhythmic sound that echoed through the carriages. The wind howled outside, causing the trees to sway and",train,residential,stormy,Multiple
15024,"

A single train in a residential area, surrounded by snow-covered houses and trees.",train,residential,snowy,Single
15025,"

Two trains in a residential area during a snowy weather.",train,residential,snowy,Two
15026,Three trains in a residential area during a snowstorm.,train,residential,snowy,Three
15027,"

A train passing through a snowy residential area, leaving a trail of white behind it.",train,residential,snowy,Multiple
